location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Spotsylvania, Virginia",Confirmed (per 100k),44.05,2.83,0.06,7.71,4,1,5,-1
"Montgomery, Kansas",Confirmed (per 100k),43.99,2.24,0.05,11.99,4,1,5,-1
"Douglas, Nebraska",Confirmed (per 100k),43.93,2.30,0.05,11.35,4,1,5,0
"Knox, Indiana",Confirmed (per 100k),43.72,2.34,0.05,10.16,4,1,5,-1
"Coshocton, Ohio",Confirmed (per 100k),43.72,2.34,0.05,11.20,4,1,5,0
"McDowell, North Carolina",Confirmed (per 100k),43.71,2.50,0.06,9.01,4,1,5,0
"Starke, Indiana",Confirmed (per 100k),43.49,3.11,0.07,7.41,4,1,5,-1
"Midland, Michigan",Confirmed (per 100k),43.29,1.89,0.04,12.69,4,1,5,0
"Carroll, Tennessee",Confirmed (per 100k),43.22,2.06,0.05,12.30,4,1,5,0
"Alamosa, Colorado",Confirmed (per 100k),43.12,2.64,0.06,9.58,4,1,5,0
"Charles Mix, South Dakota",Confirmed (per 100k),43.05,3.07,0.07,7.27,4,1,5,-1
"Talbot, Maryland",Confirmed (per 100k),43.03,3.07,0.07,7.88,4,1,5,0
"Autauga, Alabama",Confirmed (per 100k),42.96,2.81,0.07,7.46,4,1,5,0
"Mercer, Pennsylvania",Confirmed (per 100k),42.95,2.35,0.05,9.58,4,1,5,-1
"Gibson, Tennessee",Confirmed (per 100k),42.74,2.33,0.05,10.65,4,1,5,0
"Horry, South Carolina",Confirmed (per 100k),42.65,2.42,0.06,9.87,4,1,5,0
"Cass, Missouri",Confirmed (per 100k),42.54,2.57,0.06,8.29,4,1,5,0
"Canadian, Oklahoma",Confirmed (per 100k),42.48,2.12,0.05,11.34,4,1,5,0
"Murray, Georgia",Confirmed (per 100k),42.40,1.78,0.04,12.68,4,1,5,0
"Liberty, Georgia",Confirmed (per 100k),42.32,1.86,0.04,9.70,4,1,5,1
"Hawkins, Tennessee",Confirmed (per 100k),42.26,2.01,0.05,12.99,4,1,5,-1
"Worcester, Maryland",Confirmed (per 100k),42.08,3.01,0.07,7.40,4,1,5,-1
"Marion, Kansas",Confirmed (per 100k),42.07,2.40,0.06,7.97,4,1,5,1
"Linn, Missouri",Confirmed (per 100k),41.95,2.40,0.06,7.97,4,1,5,-1
"Heard, Georgia",Confirmed (per 100k),41.94,2.40,0.06,8.31,4,1,5,1
"Sabine, Louisiana",Confirmed (per 100k),41.87,1.79,0.04,13.28,4,1,5,1
"Randolph, North Carolina",Confirmed (per 100k),41.76,1.99,0.05,11.26,4,1,5,0
"Clarion, Pennsylvania",Confirmed (per 100k),41.63,2.60,0.06,8.56,4,1,5,-1
"Newberry, South Carolina",Confirmed (per 100k),41.62,2.60,0.06,8.16,4,1,5,0
"Lynchburg, Virginia",Confirmed (per 100k),41.38,2.26,0.05,10.10,4,1,5,-1
"Stoddard, Missouri",Confirmed (per 100k),41.34,1.97,0.05,11.09,4,1,5,2
"Whitley, Indiana",Confirmed (per 100k),41.22,2.52,0.06,8.43,4,1,5,0
"Ellis, Texas",Confirmed (per 100k),41.12,2.86,0.07,7.50,4,1,5,-1
"Marshall, Indiana",Confirmed (per 100k),41.07,2.78,0.07,7.73,4,1,5,-1
"Cleveland, North Carolina",Confirmed (per 100k),40.84,2.33,0.06,9.87,4,1,5,-1
"Abbeville, South Carolina",Confirmed (per 100k),40.77,1.75,0.04,12.59,4,1,5,0
"Fauquier, Virginia",Confirmed (per 100k),40.72,2.01,0.05,11.23,4,1,5,-1
"Bexar, Texas",Confirmed (per 100k),40.68,2.41,0.06,9.14,4,1,5,0
"Iroquois, Illinois",Confirmed (per 100k),40.57,1.58,0.04,12.59,4,1,5,0
"Gaston, North Carolina",Confirmed (per 100k),40.53,1.78,0.04,12.92,4,1,5,0
"Sedgwick, Kansas",Confirmed (per 100k),40.50,1.99,0.05,11.87,4,1,5,0
"Vigo, Indiana",Confirmed (per 100k),40.17,2.27,0.06,10.86,4,1,5,-1
"Pitt, North Carolina",Confirmed (per 100k),39.84,1.98,0.05,11.49,4,1,5,0
"Hoke, North Carolina",Confirmed (per 100k),39.83,2.07,0.05,9.87,4,1,5,0
"Montgomery, Ohio",Confirmed (per 100k),39.69,1.96,0.05,11.45,4,1,5,-1
"Bowie, Texas",Confirmed (per 100k),39.68,2.30,0.06,8.80,4,1,5,0
"Winnebago, Illinois",Confirmed (per 100k),39.64,2.63,0.07,7.34,4,1,5,-1
"Morrow, Ohio",Confirmed (per 100k),39.63,1.62,0.04,9.18,4,1,5,0
"Auglaize, Ohio",Confirmed (per 100k),39.43,2.19,0.06,7.77,4,1,5,-1
"Pinal, Arizona",Confirmed (per 100k),39.33,1.70,0.04,12.90,4,1,5,0
"Greene, Tennessee",Confirmed (per 100k),39.09,1.86,0.05,12.97,4,1,5,0
"Harnett, North Carolina",Confirmed (per 100k),38.98,1.79,0.05,10.90,4,1,5,0
"Effingham, Georgia",Confirmed (per 100k),38.88,1.78,0.05,12.21,4,1,5,-1
"Kalamazoo, Michigan",Confirmed (per 100k),38.86,1.62,0.04,12.73,4,1,5,0
"Pottawatomie, Oklahoma",Confirmed (per 100k),38.57,1.77,0.05,13.05,4,1,5,0
"LaPorte, Indiana",Confirmed (per 100k),38.22,1.43,0.04,13.70,4,1,5,0
"Sutter, California",Confirmed (per 100k),38.16,3.09,0.08,7.04,4,1,5,-1
"Klamath, Oregon",Confirmed (per 100k),38.10,1.67,0.04,13.43,4,1,5,0
"Kingfisher, Oklahoma",Confirmed (per 100k),38.06,2.72,0.07,7.27,4,1,5,-1
"Kane, Utah",Confirmed (per 100k),38.04,1.81,0.05,12.82,4,1,5,-1
"Cape Girardeau, Missouri",Confirmed (per 100k),38.04,1.81,0.05,12.47,4,1,5,0
"Pueblo, Colorado",Confirmed (per 100k),38.00,1.70,0.04,12.61,4,1,5,0
"Rock, Wisconsin",Confirmed (per 100k),37.95,2.01,0.05,10.62,4,1,5,0
"Gregg, Texas",Confirmed (per 100k),37.92,2.54,0.07,8.12,4,1,5,-1
"Walla Walla, Washington",Confirmed (per 100k),37.85,1.88,0.05,11.17,4,1,5,-1
"Macoupin, Illinois",Confirmed (per 100k),37.84,2.86,0.08,7.04,4,1,5,-1
"Buchanan, Iowa",Confirmed (per 100k),37.78,2.02,0.05,10.28,4,1,5,0
"Mason, West Virginia",Confirmed (per 100k),37.71,2.16,0.06,8.83,4,1,5,0
"Pasquotank, North Carolina",Confirmed (per 100k),37.67,2.15,0.06,10.16,4,1,5,0
"Payette, Idaho",Confirmed (per 100k),37.58,1.79,0.05,11.90,4,1,5,1
"Wasco, Oregon",Confirmed (per 100k),37.48,1.61,0.04,13.05,4,1,5,0
"Roscommon, Michigan",Confirmed (per 100k),37.47,1.78,0.05,12.82,4,1,5,0
"Yadkin, North Carolina",Confirmed (per 100k),37.17,1.90,0.05,10.74,4,1,5,0
"Bates, Missouri",Confirmed (per 100k),37.10,2.65,0.07,8.20,4,1,5,-1
"Ashtabula, Ohio",Confirmed (per 100k),37.02,2.06,0.06,8.21,4,1,5,-1
"Twiggs, Georgia",Confirmed (per 100k),36.95,1.76,0.05,10.05,4,1,5,5
"Mifflin, Pennsylvania",Confirmed (per 100k),36.85,2.48,0.07,7.27,4,1,5,2
"Jersey, Illinois",Confirmed (per 100k),36.74,1.97,0.05,8.89,4,1,5,-1
"Jefferson, Ohio",Confirmed (per 100k),36.74,1.75,0.05,12.82,4,1,5,0
"Perry, Pennsylvania",Confirmed (per 100k),36.74,2.47,0.07,9.18,4,1,5,-1
"Piatt, Illinois",Confirmed (per 100k),36.71,2.62,0.07,8.43,4,1,5,-1
"McCracken, Kentucky",Confirmed (per 100k),36.69,2.18,0.06,8.38,4,1,5,0
"Edgefield, South Carolina",Confirmed (per 100k),36.68,2.10,0.06,10.39,4,1,5,0
"Warren, Indiana",Confirmed (per 100k),36.30,1.73,0.05,11.43,4,1,5,0
"Warren, Ohio",Confirmed (per 100k),36.23,2.01,0.06,9.61,4,1,5,-1
"Waller, Texas",Confirmed (per 100k),36.20,1.81,0.05,9.45,4,1,5,0
"St. Joseph, Michigan",Confirmed (per 100k),36.09,1.87,0.05,11.61,4,1,5,0
"Bastrop, Texas",Confirmed (per 100k),36.07,1.93,0.05,9.12,4,1,5,-1
"Vanderburgh, Indiana",Confirmed (per 100k),35.82,1.50,0.04,13.11,4,1,5,0
"Okanogan, Washington",Confirmed (per 100k),35.51,2.03,0.06,10.39,4,1,5,-1
"Calhoun, Florida",Confirmed (per 100k),35.45,2.03,0.06,11.09,4,1,5,0
"DeKalb, Illinois",Confirmed (per 100k),35.27,1.77,0.05,12.02,4,1,5,0
"Iron, Wisconsin",Confirmed (per 100k),35.17,2.51,0.07,7.27,4,1,5,-1
"Lauderdale, Tennessee",Confirmed (per 100k),35.11,2.23,0.06,9.18,4,1,5,-1
"Craighead, Arkansas",Confirmed (per 100k),34.44,1.81,0.05,10.24,4,1,5,0
"Wirt, West Virginia",Confirmed (per 100k),34.36,2.45,0.07,7.97,4,1,5,-1
"Cherokee, Alabama",Confirmed (per 100k),34.36,1.64,0.05,12.13,4,1,5,1
"Cheshire, New Hampshire",Confirmed (per 100k),34.17,1.50,0.04,9.70,4,1,5,0
"Northampton, Virginia",Confirmed (per 100k),34.16,2.44,0.07,7.97,4,1,5,-1
"Clearwater, Minnesota",Confirmed (per 100k),34.02,1.62,0.05,10.05,4,1,5,5
"Washington, Tennessee",Confirmed (per 100k),34.01,1.88,0.06,10.41,4,1,5,0
"Clackamas, Oregon",Confirmed (per 100k),33.96,1.54,0.05,12.33,4,1,5,0
"Owyhee, Idaho",Confirmed (per 100k),33.83,2.42,0.07,7.97,4,1,5,-1
"Jackson, Missouri",Confirmed (per 100k),33.71,1.52,0.05,12.88,4,1,5,0
"Pasco, Florida",Confirmed (per 100k),33.58,1.47,0.04,12.39,4,1,5,0
"Tom Green, Texas",Confirmed (per 100k),33.56,1.80,0.05,10.65,4,1,5,0
"Morgan, West Virginia",Confirmed (per 100k),33.55,1.60,0.05,12.47,4,1,5,0
"Warren, Mississippi",Confirmed (per 100k),33.05,2.20,0.07,8.07,4,1,5,-1
"Gooding, Idaho",Confirmed (per 100k),32.94,1.88,0.06,10.74,4,1,5,-1
"Hale, Texas",Confirmed (per 100k),32.93,1.71,0.05,11.61,4,1,5,0
"Person, North Carolina",Confirmed (per 100k),32.92,1.45,0.04,9.70,4,1,5,2
"Cass, Michigan",Confirmed (per 100k),32.83,1.10,0.03,13.51,4,1,5,0
"Nottoway, Virginia",Confirmed (per 100k),32.83,1.88,0.06,9.35,4,1,5,-2
"Dodge, Nebraska",Confirmed (per 100k),32.82,1.95,0.06,7.83,4,1,5,2
"Pike, Missouri",Confirmed (per 100k),32.78,1.56,0.05,12.47,4,1,5,-1
"Dubois, Indiana",Confirmed (per 100k),32.76,2.01,0.06,8.78,4,1,5,-1
"Morgan, Illinois",Confirmed (per 100k),32.68,1.70,0.05,11.26,4,1,5,1
"Colorado, Texas",Confirmed (per 100k),32.57,1.99,0.06,10.28,4,1,5,0
"Rogers, Oklahoma",Confirmed (per 100k),32.45,1.70,0.05,9.92,4,1,5,0
"Mercer, Ohio",Confirmed (per 100k),31.57,1.73,0.05,11.57,4,1,5,0
"Union, South Dakota",Confirmed (per 100k),31.38,1.79,0.06,9.01,4,1,5,2
"Solano, California",Confirmed (per 100k),31.27,1.50,0.05,11.80,4,1,5,0
"Martin, North Carolina",Confirmed (per 100k),31.19,1.91,0.06,8.20,4,1,5,-1
"Wayne, Indiana",Confirmed (per 100k),30.36,1.30,0.04,13.51,4,1,5,0
"Craven, North Carolina",Confirmed (per 100k),30.35,1.54,0.05,10.30,4,1,5,0
"Bell, Texas",Confirmed (per 100k),30.31,1.42,0.05,12.01,4,1,5,0
"Campbell, Tennessee",Confirmed (per 100k),30.12,2.15,0.07,7.50,4,1,5,-1
"Emery, Utah",Confirmed (per 100k),29.96,1.43,0.05,10.05,4,1,5,5
"Franklin, Maine",Confirmed (per 100k),29.80,1.42,0.05,11.20,4,1,5,0
"Ramsey, Minnesota",Confirmed (per 100k),29.80,1.35,0.05,12.26,4,1,5,0
"Pittsburg, Oklahoma",Confirmed (per 100k),29.78,1.31,0.04,9.87,4,1,5,2
"Polk, Tennessee",Confirmed (per 100k),29.71,1.70,0.06,10.39,4,1,5,0
"Ottawa, Ohio",Confirmed (per 100k),29.61,1.76,0.06,8.66,4,1,5,0
"Stanislaus, California",Confirmed (per 100k),29.60,1.69,0.06,8.20,4,1,5,0
"Blount, Alabama",Confirmed (per 100k),29.40,1.48,0.05,9.82,4,1,5,2
"Jefferson, Tennessee",Confirmed (per 100k),29.36,1.57,0.05,10.97,4,1,5,-1
"Caroline, Virginia",Confirmed (per 100k),29.29,1.39,0.05,8.66,4,1,5,-2
"Marion, Florida",Confirmed (per 100k),29.27,1.60,0.05,9.79,4,1,5,0
"Stewart, Tennessee",Confirmed (per 100k),29.17,2.08,0.07,7.62,4,1,5,-1
"Brown, Texas",Confirmed (per 100k),29.05,1.89,0.06,8.52,4,1,5,0
"Massac, Illinois",Confirmed (per 100k),29.04,1.04,0.04,10.05,4,1,5,5
"Sullivan, Indiana",Confirmed (per 100k),29.03,2.07,0.07,7.73,4,1,5,-1
"Cache, Utah",Confirmed (per 100k),28.84,1.34,0.05,12.76,4,1,5,0
"Brevard, Florida",Confirmed (per 100k),28.74,1.54,0.05,9.11,4,1,5,0
"Cameron, Louisiana",Confirmed (per 100k),28.68,2.05,0.07,7.27,4,1,5,-3
"Woodford, Illinois",Confirmed (per 100k),28.60,1.49,0.05,9.01,4,1,5,2
"Lawrence, Ohio",Confirmed (per 100k),28.59,1.68,0.06,10.34,4,1,5,0
"Hughes, South Dakota",Confirmed (per 100k),28.53,1.63,0.06,10.05,4,1,5,0
"Jefferson, Wisconsin",Confirmed (per 100k),28.31,1.52,0.05,11.05,4,1,5,0
"Campbell, Wyoming",Confirmed (per 100k),28.05,1.23,0.04,12.30,4,1,5,2
"Ionia, Michigan",Confirmed (per 100k),27.82,1.77,0.06,8.14,4,1,5,0
"Saunders, Nebraska",Confirmed (per 100k),27.81,1.32,0.05,11.43,4,1,5,2
"Ector, Texas",Confirmed (per 100k),27.67,1.29,0.05,12.54,4,1,5,0
"Bulloch, Georgia",Confirmed (per 100k),27.64,1.79,0.06,7.48,4,1,5,-1
"Napa, California",Confirmed (per 100k),27.59,1.66,0.06,9.18,4,1,5,0
"Sullivan, Tennessee",Confirmed (per 100k),27.16,1.53,0.06,10.05,4,1,5,0
"Alleghany, Virginia",Confirmed (per 100k),26.92,1.92,0.07,7.27,4,1,5,-1
"Greenwood, South Carolina",Confirmed (per 100k),26.83,1.21,0.05,12.70,4,1,5,0
"Lenoir, North Carolina",Confirmed (per 100k),26.81,1.28,0.05,13.10,4,1,5,0
"Pickens, South Carolina",Confirmed (per 100k),26.80,1.46,0.05,9.67,4,1,5,2
"Columbia, Oregon",Confirmed (per 100k),26.74,1.09,0.04,12.13,4,1,5,0
"Huntingdon, Pennsylvania",Confirmed (per 100k),26.58,1.90,0.07,7.04,4,1,5,-1
"Asotin, Washington",Confirmed (per 100k),26.57,1.27,0.05,10.74,4,1,5,-1
"Waynesboro, Virginia",Confirmed (per 100k),26.51,1.89,0.07,7.27,4,1,5,-1
"Washington, Utah",Confirmed (per 100k),26.47,1.13,0.04,13.27,4,1,5,0
"Wood, West Virginia",Confirmed (per 100k),26.34,1.37,0.05,10.13,4,1,5,0
"Juneau, Wisconsin",Confirmed (per 100k),26.23,1.07,0.04,13.51,4,1,5,2
"Lincoln, Tennessee",Confirmed (per 100k),26.19,1.25,0.05,12.59,4,1,5,0
"Crow Wing, Minnesota",Confirmed (per 100k),26.13,1.76,0.07,8.14,4,1,5,-1
"Marion, South Carolina",Confirmed (per 100k),26.10,1.40,0.05,9.58,4,1,5,-1
"Liberty, Texas",Confirmed (per 100k),26.07,1.30,0.05,10.13,4,1,5,-1
"Clark, Illinois",Confirmed (per 100k),25.91,1.85,0.07,7.62,4,1,5,1
"Santa Cruz, Arizona",Confirmed (per 100k),25.81,1.54,0.06,7.41,4,1,5,-1
"Huron, Ohio",Confirmed (per 100k),25.74,1.23,0.05,12.13,4,1,5,-1
"Sangamon, Illinois",Confirmed (per 100k),25.68,1.39,0.05,10.16,4,1,5,1
"Brookings, South Dakota",Confirmed (per 100k),25.66,1.22,0.05,11.66,4,1,5,-1
"Fayette, Iowa",Confirmed (per 100k),25.45,1.45,0.06,9.35,4,1,5,2
"Medina, Texas",Confirmed (per 100k),25.20,1.94,0.08,7.27,4,1,5,-1
"Buchanan, Missouri",Confirmed (per 100k),25.18,1.31,0.05,11.26,4,1,5,-1
"Fresno, California",Confirmed (per 100k),25.12,1.40,0.06,8.77,4,1,5,0
"Page, Virginia",Confirmed (per 100k),25.10,1.79,0.07,8.20,4,1,5,-1
"Hidalgo, Texas",Confirmed (per 100k),24.98,1.40,0.06,9.21,4,1,5,-1
"Platte, Missouri",Confirmed (per 100k),24.90,1.23,0.05,12.20,4,1,5,0
"Skamania, Washington",Confirmed (per 100k),24.83,1.18,0.05,12.13,4,1,5,0
"Henry, Kentucky",Confirmed (per 100k),24.80,1.77,0.07,7.62,4,1,5,-1
"Bollinger, Missouri",Confirmed (per 100k),24.73,1.18,0.05,12.82,4,1,5,-1
"Sarpy, Nebraska",Confirmed (per 100k),24.57,1.30,0.05,11.19,4,1,5,1
"Val Verde, Texas",Confirmed (per 100k),24.48,1.75,0.07,7.39,4,1,5,-1
"Wythe, Virginia",Confirmed (per 100k),24.40,1.99,0.08,7.79,4,1,5,-1
"Hood, Texas",Confirmed (per 100k),24.33,1.16,0.05,11.71,4,1,5,1
"Grimes, Texas",Confirmed (per 100k),24.24,1.48,0.06,10.05,4,1,5,-1
"Dakota, Minnesota",Confirmed (per 100k),24.01,1.07,0.04,13.06,4,1,5,2
"Barnwell, South Carolina",Confirmed (per 100k),23.96,1.37,0.06,10.74,4,1,5,0
"Augusta, Virginia",Confirmed (per 100k),23.82,1.32,0.06,10.44,4,1,5,-1
"Breathitt, Kentucky",Confirmed (per 100k),23.75,1.13,0.05,10.05,4,1,5,5
"Clermont, Ohio",Confirmed (per 100k),23.74,1.18,0.05,10.37,4,1,5,1
"Sweetwater, Wyoming",Confirmed (per 100k),23.62,1.35,0.06,8.31,4,1,5,2
"Somerset, Maryland",Confirmed (per 100k),23.42,1.12,0.05,10.74,4,1,5,5
"Caldwell, North Carolina",Confirmed (per 100k),23.12,1.39,0.06,9.09,4,1,5,0
"Cooper, Missouri",Confirmed (per 100k),22.59,1.61,0.07,7.62,4,1,5,-1
"Madison, Kentucky",Confirmed (per 100k),22.58,1.23,0.05,9.18,4,1,5,0
"Ripley, Missouri",Confirmed (per 100k),22.58,1.08,0.05,12.82,4,1,5,0
"Mineral, West Virginia",Confirmed (per 100k),22.33,1.06,0.05,8.66,4,1,5,0
"Bay, Florida",Confirmed (per 100k),22.32,1.06,0.05,12.61,4,1,5,0
"Jasper, Missouri",Confirmed (per 100k),22.25,1.41,0.06,8.14,4,1,5,0
"Roanoke City, Virginia",Confirmed (per 100k),22.19,1.30,0.06,9.20,4,1,5,-1
"Perry, Ohio",Confirmed (per 100k),22.14,1.58,0.07,8.49,4,1,5,-1
"LaSalle, Illinois",Confirmed (per 100k),22.09,1.58,0.07,7.50,4,1,5,-1
"Greene, Mississippi",Confirmed (per 100k),22.08,1.05,0.05,7.27,4,1,5,-3
"Hill, Texas",Confirmed (per 100k),21.83,1.17,0.05,11.66,4,1,5,0
"Umatilla, Oregon",Confirmed (per 100k),21.81,1.47,0.07,7.36,4,1,5,-1
"Crenshaw, Alabama",Confirmed (per 100k),21.78,1.04,0.05,11.43,4,1,5,0
"Franklin, Kentucky",Confirmed (per 100k),21.57,1.12,0.05,11.43,4,1,5,2
"Upshur, Texas",Confirmed (per 100k),21.56,1.37,0.06,8.14,4,1,5,-1
"Wilson, Texas",Confirmed (per 100k),21.54,1.12,0.05,11.78,4,1,5,0
"Bureau, Illinois",Confirmed (per 100k),21.45,1.31,0.06,7.50,4,1,5,1
"Anoka, Minnesota",Confirmed (per 100k),21.29,1.20,0.06,9.35,4,1,5,0
"Clarke, Iowa",Confirmed (per 100k),21.29,1.52,0.07,7.97,4,1,5,-1
"Williams, North Dakota",Confirmed (per 100k),21.28,1.14,0.05,10.97,4,1,5,0
"Coffee, Tennessee",Confirmed (per 100k),21.23,1.26,0.06,9.63,4,1,5,-1
"Greenlee, Arizona",Confirmed (per 100k),21.06,1.50,0.07,7.27,4,1,5,-1
"White, Indiana",Confirmed (per 100k),20.75,1.19,0.06,7.97,4,1,5,5
"Nicollet, Minnesota",Confirmed (per 100k),20.42,1.25,0.06,9.12,4,1,5,1
"Holmes, Florida",Confirmed (per 100k),20.39,1.46,0.07,7.27,4,1,5,-1
"Hawaii, Hawaii",Confirmed (per 100k),20.35,1.28,0.06,8.51,4,1,5,0
"Bedford, Virginia",Confirmed (per 100k),20.25,1.45,0.07,8.40,4,1,5,-1
"Stephenson, Illinois",Confirmed (per 100k),20.23,1.28,0.06,8.83,4,1,5,1
"Seneca, Ohio",Confirmed (per 100k),19.94,1.04,0.05,9.53,4,1,5,1
"Colbert, Alabama",Confirmed (per 100k),19.91,1.03,0.05,10.05,4,1,5,1
"Dunn, Wisconsin",Confirmed (per 100k),19.84,1.26,0.06,9.35,4,1,5,0
"Rockingham, North Carolina",Confirmed (per 100k),19.78,1.26,0.06,7.01,4,1,5,-1
"Tattnall, Georgia",Confirmed (per 100k),19.77,1.13,0.06,9.01,4,1,5,0
"Calaveras, California",Confirmed (per 100k),19.61,1.24,0.06,8.49,4,1,5,1
"Winnebago, Iowa",Confirmed (per 100k),19.32,1.38,0.07,7.97,4,1,5,-2
"Levy, Florida",Confirmed (per 100k),19.28,1.03,0.05,10.51,4,1,5,-1
"Somerset, Pennsylvania",Confirmed (per 100k),19.06,1.17,0.06,7.97,4,1,5,-1
"Crawford, Pennsylvania",Confirmed (per 100k),18.91,1.18,0.06,9.25,4,1,5,-1
"Allen, Kentucky",Confirmed (per 100k),18.77,1.34,0.07,7.62,4,1,5,-1
"Cumberland, Illinois",Confirmed (per 100k),18.58,1.33,0.07,7.97,4,1,5,-1
"Tillamook, Oregon",Confirmed (per 100k),18.49,1.06,0.06,9.35,4,1,5,2
"Lincoln, Washington",Confirmed (per 100k),18.28,1.31,0.07,7.27,4,1,5,-1
"Lancaster, Nebraska",Confirmed (per 100k),17.86,1.03,0.06,10.05,4,1,5,1
"Wabash, Illinois",Confirmed (per 100k),17.36,1.24,0.07,7.97,4,1,5,-2
"Maverick, Texas",Confirmed (per 100k),17.03,1.22,0.07,7.83,4,1,5,1
"Williams, Ohio",Confirmed (per 100k),16.35,0.78,0.05,5.19,3,2,5,-1
"Presque Isle, Michigan",Confirmed (per 100k),15.88,1.13,0.07,7.97,4,1,5,-1
"Henry, Virginia",Confirmed (per 100k),15.82,1.13,0.07,7.62,4,1,5,-1
"Newton, Texas",Confirmed (per 100k),14.71,1.05,0.07,7.27,4,1,5,-1
"Ashe, North Carolina",Confirmed (per 100k),14.70,1.05,0.07,7.97,4,1,5,-1
"Shawano, Wisconsin",Confirmed (per 100k),14.67,1.05,0.07,7.27,4,1,5,-1
"White, Tennessee",Confirmed (per 100k),14.63,1.04,0.07,7.27,4,1,5,1
"Wells, Indiana",Confirmed (per 100k),14.14,1.01,0.07,7.62,4,1,5,-1
"Fannin, Texas",Confirmed (per 100k),14.08,1.21,0.09,7.27,4,1,5,-1
"Fulton, Pennsylvania",Confirmed (per 100k),13.76,0.98,0.07,5.19,3,2,5,5
"Bonneville, Idaho",Confirmed (per 100k),13.44,0.96,0.07,6.15,3,2,5,0
"Mills, Iowa",Confirmed (per 100k),13.24,0.95,0.07,5.88,3,2,5,5
"Livingston, Missouri",Confirmed (per 100k),13.13,0.94,0.07,5.19,3,2,5,5
"Malheur, Oregon",Confirmed (per 100k),13.08,0.93,0.07,6.58,3,2,5,0
"Ashland, Wisconsin",Confirmed (per 100k),12.85,0.92,0.07,6.58,3,2,5,0
"Reeves, Texas",Confirmed (per 100k),12.52,0.89,0.07,6.58,3,2,5,0
"Hardin, Iowa",Confirmed (per 100k),11.87,0.85,0.07,5.88,3,2,5,5
"Putnam, Ohio",Confirmed (per 100k),11.81,0.42,0.04,5.19,3,2,5,5
"Miami, Kansas",Confirmed (per 100k),11.68,0.83,0.07,6.93,3,2,5,1
"Ravalli, Montana",Confirmed (per 100k),11.41,0.98,0.09,5.42,3,2,5,1
"Story, Iowa",Confirmed (per 100k),11.33,0.74,0.06,7.00,3,2,5,2
"Franklin, Arkansas",Confirmed (per 100k),11.29,0.81,0.07,5.19,3,2,5,-1
"Parker, Texas",Confirmed (per 100k),11.20,0.90,0.08,5.88,3,2,5,0
"Anderson, Texas",Confirmed (per 100k),10.39,0.49,0.05,6.58,3,2,5,0
"Long, Georgia",Confirmed (per 100k),10.23,0.73,0.07,5.19,3,2,5,5
"Gaines, Texas",Confirmed (per 100k),9.31,0.66,0.07,5.88,3,2,5,5
"Hancock, Maine",Confirmed (per 100k),9.09,0.78,0.09,6.35,3,2,5,0
"Effingham, Illinois",Confirmed (per 100k),8.82,0.84,0.10,6.23,3,2,5,0
"Kings, California",Confirmed (per 100k),8.50,0.65,0.08,5.79,3,2,5,1
"Staunton, Virginia",Confirmed (per 100k),8.02,0.57,0.07,5.88,3,2,5,5
"Pender, North Carolina",Confirmed (per 100k),7.93,0.68,0.09,6.35,3,2,5,-1
"Lake, California",Confirmed (per 100k),7.77,0.67,0.09,5.42,3,2,5,-2
"Russell, Virginia",Confirmed (per 100k),7.52,0.54,0.07,5.19,3,2,5,5
"Fayette, West Virginia",Confirmed (per 100k),7.07,0.67,0.10,5.54,3,2,5,-3
"Crawford, Arkansas",Confirmed (per 100k),6.32,0.68,0.11,4.50,3,2,5,-1
"Bladen, North Carolina",Confirmed (per 100k),6.11,0.44,0.07,5.88,3,2,5,5
"Lee, Iowa",Confirmed (per 100k),5.94,0.42,0.07,5.88,3,2,5,5
"Scioto, Ohio",Confirmed (per 100k),5.31,0.57,0.11,4.73,3,2,5,-2
"Jefferson, Pennsylvania",Confirmed (per 100k),4.61,0.33,0.07,6.58,3,2,5,-2
"Gunnison, Colorado",Confirmed (per 100k),578.40,4.91,0.01,80.40,4,0,4,-1
"Cleburne, Arkansas",Confirmed (per 100k),280.91,2.29,0.01,83.52,4,0,4,0
"Baca, Colorado",Confirmed (per 100k),279.25,3.99,0.01,45.40,4,0,4,0
"Martin, Minnesota",Confirmed (per 100k),198.14,3.63,0.02,35.28,4,0,4,0
"Island, Washington",Confirmed (per 100k),191.45,3.36,0.02,37.43,4,0,4,0
"James City, Virginia",Confirmed (per 100k),172.50,1.68,0.01,67.12,4,0,4,0
"Pawnee, Oklahoma",Confirmed (per 100k),164.88,3.49,0.02,30.67,4,0,4,0
"Granville, North Carolina",Confirmed (per 100k),163.79,4.96,0.03,20.15,4,0,4,-2
"Mono, California",Confirmed (per 100k),159.24,3.96,0.02,25.12,4,0,4,0
"Madison, New York",Confirmed (per 100k),155.06,3.62,0.02,27.49,4,0,4,0
"Montgomery, Mississippi",Confirmed (per 100k),153.45,4.38,0.03,22.06,4,0,4,-1
"Skagit, Washington",Confirmed (per 100k),153.24,3.21,0.02,30.17,4,0,4,0
"Addison, Vermont",Confirmed (per 100k),152.27,3.50,0.02,27.99,4,0,4,-1
"Warren, Georgia",Confirmed (per 100k),152.26,2.72,0.02,30.15,4,0,4,-1
"San Miguel, Colorado",Confirmed (per 100k),146.72,3.49,0.02,26.68,4,0,4,0
